,CODE_GENDER,FLAG_OWN_CAR,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,YEARS_BEGINEXPLUATATION_AVG,OBS_30_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,NAME_EDUCATION_TYPE_Highereducation,INCOME_CREDIT_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_UPDATE_MEAN,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,BURO_AMT_CREDIT_SUM_MEAN,BURO_AMT_CREDIT_SUM_SUM,BURO_AMT_CREDIT_SUM_DEBT_MEAN,ACTIVE_DAYS_CREDIT_MAX,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,CLOSED_DAYS_CREDIT_MAX,PREV_AMT_ANNUITY_MIN,PREV_AMT_ANNUITY_MAX,PREV_AMT_ANNUITY_MEAN,PREV_APP_CREDIT_PERC_MIN,PREV_APP_CREDIT_PERC_MAX,PREV_APP_CREDIT_PERC_MEAN,PREV_AMT_DOWN_PAYMENT_MAX,PREV_AMT_GOODS_PRICE_MIN,PREV_RATE_DOWN_PAYMENT_MEAN,PREV_DAYS_DECISION_MIN,PREV_DAYS_DECISION_MAX,PREV_DAYS_DECISION_MEAN,PREV_CNT_PAYMENT_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN,APPROVED_AMT_APPLICATION_MIN,APPROVED_AMT_APPLICATION_MAX,APPROVED_AMT_APPLICATION_MEAN,APPROVED_DAYS_DECISION_MAX,APPROVED_CNT_PAYMENT_MEAN,APPROVED_CNT_PAYMENT_SUM,POS_MONTHS_BALANCE_MAX,POS_MONTHS_BALANCE_MEAN,POS_MONTHS_BALANCE_SIZE,INSTAL_DPD_MEAN,CC_AMT_BALANCE_MEAN,CC_AMT_BALANCE_VAR,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN
183578,0,0,64939.05,675000.0,17937.0,0.019101,-10392,-629.0,-4675.0,-3050,,0.3766218696828249,0.6090936397524629,0.5136937663039473,,9.0,-1572.0,1,0.096206,64939.05,0.276212848817468,0.0265733333333333,,,,,,,,,,,,,1283.04,4650.3,3460.215,1.0,1.25814332247557,1.1230848111955605,6750.0,8910.0,0.1212290213425584,-1815.0,-569.0,-1318.6666666666667,12.666666666666666,0.3333333333333333,0.0,0.6666666666666666,27810.0,103225.5,65517.75,-569.0,15.0,30.0,-9.0,-27.33333333333333,3.0,,,,
287171,1,0,180000.0,675000.0,32472.0,0.028663,-20968,-4320.0,-5829.0,-4520,,,0.7753066068630178,0.7062051096536562,0.9916,0.0,-485.0,0,0.2666666666666666,180000.0,0.1804,0.0481066666666666,-1312.0,-13.5,,360000.0,720000.0,0.0,,,,,,-1312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166571,1,0,157500.0,1354500.0,35730.0,0.026392,-14365,-3511.0,-8471.0,-4280,,,0.6924226172438448,0.646329897706246,,1.0,-1884.0,0,0.1162790697674418,78750.0,0.2268571428571428,0.0263787375415282,-73.0,-800.25,,46269.0,185076.0,7522.875,-73.0,109.0,109.0,,0.0,-2703.0,18144.045,24838.875,21491.46,0.9099181073703366,1.0,0.9549590536851684,0.0,95530.5,0.0,-1883.0,-873.0,-1378.0,11.0,0.0,0.0,0.5,95530.5,180000.0,137765.25,-873.0,11.0,22.0,,,,,,,
41326,1,0,90000.0,180000.0,19098.0,0.015221,-10531,-1154.0,-4661.0,-897,,,0.5953649523569039,,0.9935,0.0,0.0,0,0.5,22500.0,0.2122,0.1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,-10.0,1.0,0.0,,,
181873,1,0,121500.0,787131.0,26145.0,0.019101,-15139,-133.0,-3072.0,-981,,,0.7136362052299557,0.646329897706246,,0.0,-2637.0,0,0.154358042053991,60750.0,0.2151851851851851,0.0332155638642106,,,,,,,,,,,,,3586.86,13000.5,6888.509999999999,0.7911392405063291,0.8989369896780157,0.8501307335923936,0.0,67500.0,0.0,-936.0,-296.0,-610.0,36.0,0.0,0.0,0.0,67500.0,247500.0,131257.5,-560.0,36.0,108.0,-5.0,-31.384615384615383,13.0,,,,
304547,1,0,112500.0,1005120.0,29520.0,0.007305,-10282,-1698.0,-1368.0,-2946,,,0.5627302487033821,0.5762088360175724,,0.0,-504.0,0,0.1119269340974212,56250.0,0.2624,0.0293696275071633,-315.0,-26.0,,225000.0,225000.0,,-315.0,401.0,401.0,,,,8650.125,8650.125,8650.125,0.90448,0.90448,0.90448,0.0,76315.5,0.0,-504.0,-504.0,-504.0,12.0,0.0,0.0,0.0,76315.5,76315.5,76315.5,-504.0,12.0,12.0,,,,,,,
116785,1,0,225000.0,239850.0,25830.0,0.002506,-23995,,-2609.0,-4170,,,0.6820403411283761,0.6626377922738201,0.9871,0.0,-400.0,0,0.9380863039399624,225000.0,0.1148,0.1076923076923077,,,,,,,,,,,,,11874.555,42536.115,27205.335,0.9191296010671558,0.968054211035818,0.9435919060514868,0.0,99220.5,0.0,-400.0,-154.0,-251.66666666666663,8.0,0.0,0.3333333333333333,0.0,99220.5,225000.0,162110.25,-201.0,8.0,16.0,-7.0,-7.0,1.0,,,,
212265,1,1,67500.0,640080.0,31261.5,0.016612,-10269,-257.0,-10249.0,-1482,16.0,0.3227399808669024,0.5079555451721529,0.622922000268356,,3.0,-501.0,1,0.1054555680539932,33750.0,0.4631333333333333,0.048839988751406,,,,,,,,,,,,,34650.0,34650.0,34650.0,1.0,1.0,1.0,0.0,315000.0,0.0,-501.0,-501.0,-501.0,10.0,0.0,0.0,0.0,315000.0,315000.0,315000.0,-501.0,10.0,10.0,-15.0,-15.0,1.0,,,,
184149,0,0,225000.0,521280.0,41926.5,0.04622,-17122,-265.0,-4137.0,-668,,,0.7100388014930589,0.6910212267577837,0.9781,0.0,0.0,0,0.4316298342541436,225000.0,0.18634,0.0804299033149171,-592.0,-7.0,,288000.0,288000.0,0.0,-592.0,569.0,569.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22930,1,0,225000.0,1013593.5,40329.0,0.030755,-23036,,-4724.0,-4729,,,0.6950244948786471,0.5424451438613613,,0.0,-941.0,0,0.2219824811425882,112500.0,0.17924,0.0397881399199975,-18.0,-481.9,,112117.068,1121170.68,0.0,-258.0,473.0,718.5,,,-18.0,14921.505,24929.82,19925.6625,0.8938148015731141,0.9099181073703366,0.9018664544717254,,180000.0,,-585.0,-299.0,-442.0,27.0,0.0,0.5,0.0,180000.0,585000.0,382500.0,-299.0,27.0,54.0,-7.0,-17.0,2.0,0.0,,,
135686,1,1,112500.0,337500.0,16875.0,0.028663,-15736,-1569.0,-4693.0,-4798,13.0,,0.385596725469827,0.1940678276718812,,5.0,-1759.0,0,0.3333333333333333,37500.0,0.15,0.05,-194.0,-219.0,2974.5,128425.5,513702.0,73759.5,-194.0,355.0,10782.333333333334,,0.0,-1181.0,11368.98,11804.49,11586.735,1.0,1.031930038641448,1.0143176430294254,13500.0,19728.45,0.072815675393496,-2158.0,-1186.0,-1558.3333333333333,12.0,0.0,0.0,0.0,107725.5,114165.0,110945.25,-1331.0,12.0,24.0,-41.0,-55.5,4.0,,,,
176884,0,1,315000.0,640080.0,29839.5,0.030755,-16132,-2691.0,-894.0,-933,64.0,0.4624592691616136,0.6821399196879154,0.3233112448967859,0.9916,0.0,-888.0,0,0.4921259842519685,157500.0,0.0947285714285714,0.0466183914510686,-138.0,-105.33333333333331,0.0,277500.0,832500.0,265530.0,-138.0,359.0,658.5,0.0,0.0,-888.0,10953.63,10953.63,10953.63,0.890306639121805,0.890306639121805,0.890306639121805,0.0,98905.5,0.0,-888.0,-888.0,-888.0,14.0,0.0,0.0,1.0,98905.5,98905.5,98905.5,-888.0,14.0,14.0,-21.0,-22.5,2.0,,,,
